enterprise_id,month,income,expenses,net_cash_flow,savings_balance,has_loan,emi_due,repayment_status,upi_inflow_txn_count,upi_inflow_txn_volume,data_complete,field_investigator_id,upi_outflow_txn_count,upi_outflow_txn_volume,loan_repayment_collected_upi
GJJA644024,2025-08,26252.45,19368.26,6884.19,32404.49,False,0.0,no_loan,9,8831.04,True,FI005,3,2307.1,0.0
GJJA644024,2025-09,38026.36,28002.79,10023.57,34286.07,False,0.0,no_loan,16,10678.78,True,FI005,6,3659.51,0.0
GJJA644024,2025-10,51344.46,40187.09,11157.37,36292.94,False,0.0,no_loan,20,18068.22,True,FI005,8,7903.08,0.0
GJJA644024,2025-11,49551.99,36300.77,13251.22,40031.19,False,0.0,no_loan,20,15633.29,True,FI005,8,6911.53,0.0
GJJA644024,2025-12,62908.92,46672.03,16236.89,43425.89,False,0.0,no_loan,20,19405.55,True,FI005,8,7387.61,0.0
GJJA644024,2026-01,64826.54,48373.06,16453.49,47642.44,False,0.0,no_loan,19,18650.88,True,FI005,6,5051.71,0.0
GJJA644024,2026-02,57263.9,43848.57,13415.33,50332.31,False,0.0,no_loan,20,18587.43,True,FI005,7,6423.84,0.0
GJJA644024,2026-03,52893.05,35624.61,17268.44,54610.01,False,0.0,no_loan,20,18049.15,True,FI005,6,6707.37,0.0
GJJA644024,2026-04,37026.76,25401.21,11625.55,56902.39,False,0.0,no_loan,11,13830.12,True,FI005,3,5643.35,0.0
GJJA644024,2026-05,32942.52,23268.05,9674.47,59222.65,False,0.0,no_loan,12,11737.35,True,FI005,3,3037.96,0.0
GJJA644024,2026-06,26231.11,18494.05,7737.06,61110.67,False,0.0,no_loan,8,7572.22,True,FI005,3,3183.01,0.0
GJJA644024,2026-07,27873.46,19225.01,8648.46,63498.63,False,0.0,no_loan,10,9060.0,True,FI005,4,2618.5,0.0
GJGA561403,2024-08,23471.73,15721.69,7750.04,17108.77,False,0.0,no_loan,1,439.46,True,FI012,0,0.0,0.0
GJGA561403,2024-09,25894.32,17729.66,8164.66,18344.09,False,0.0,no_loan,1,493.18,True,FI012,0,0.0,0.0
GJGA561403,2024-10,35084.58,26877.69,8206.89,19299.45,False,0.0,no_loan,1,713.05,True,FI012,0,0.0,0.0
GJGA561403,2024-11,41811.74,28091.07,13720.66,21801.45,False,0.0,no_loan,1,916.27,True,FI012,0,0.0,0.0
GJGA561403,2024-12,39790.52,26964.22,12826.3,24297.16,False,0.0,no_loan,1,778.21,True,FI012,0,0.0,0.0
GJGA561403,2025-01,45944.6,32937.95,13006.65,26204.82,False,0.0,no_loan,1,945.74,True,FI012,0,0.0,0.0
GJGA561403,2025-02,43628.7,33219.28,10409.42,27850.75,False,0.0,no_loan,1,977.71,True,FI012,0,0.0,0.0
GJGA561403,2025-03,34016.82,25900.42,8116.4,29315.38,False,0.0,no_loan,1,620.85,True,FI012,0,0.0,0.0
GJGA561403,2025-04,32034.19,22253.72,9780.47,33231.49,False,0.0,no_loan,1,598.24,True,FI012,0,0.0,0.0
GJGA561403,2025-05,23839.86,18627.62,5212.24,33723.04,False,0.0,no_loan,1,413.16,True,FI012,0,0.0,0.0
GJGA561403,2025-06,20558.15,14785.84,5772.31,34370.48,False,0.0,no_loan,1,406.16,True,FI012,0,0.0,0.0
GJGA561403,2025-07,19656.37,13653.43,6002.94,35408.37,False,0.0,no_loan,0,0.0,True,FI012,0,0.0,0.0
GJGA561403,2025-08,23439.21,16283.59,7155.62,36065.86,False,0.0,no_loan,3,2923.94,True,FI012,1,1146.6,0.0
GJGA561403,2025-09,25959.8,18558.24,7401.56,36977.03,False,0.0,no_loan,7,6230.31,True,FI012,2,2794.26,0.0
GJGA561403,2025-10,30503.12,20486.38,10016.73,38685.94,False,0.0,no_loan,12,12003.62,True,FI012,3,5172.91,0.0
GJGA561403,2025-11,36331.6,28289.27,8042.33,39526.13,False,0.0,no_loan,24,17411.12,True,FI012,9,7975.91,0.0
GJGA561403,2025-12,37606.48,25358.11,12248.37,41748.54,False,0.0,no_loan,23,17668.74,True,FI012,10,4793.56,0.0
GJGA561403,2026-01,35119.0,26874.43,8244.57,42636.5,False,0.0,no_loan,21,19940.79,True,FI012,8,6024.62,0.0
GJGA561403,2026-02,40049.98,29609.08,10440.89,44037.88,False,0.0,no_loan,23,21391.98,True,FI012,9,7357.16,0.0
GJGA561403,2026-03,35926.74,27726.86,8199.89,45480.61,False,0.0,no_loan,22,20903.26,True,FI012,6,6463.6,0.0
GJGA561403,2026-04,31774.75,23363.97,8410.78,61045.36,False,0.0,no_loan,20,18313.79,True,FI012,6,6045.97,0.0
GJGA561403,2026-05,26216.68,18488.48,7728.2,61947.34,False,0.0,no_loan,16,15444.83,True,FI012,7,6734.26,0.0
GJGA561403,2026-06,21827.58,16457.47,5370.11,62884.15,False,0.0,no_loan,13,10830.25,True,FI012,6,3403.48,0.0
GJGA561403,2026-07,21523.25,16030.31,5492.94,63820.24,False,0.0,no_loan,10,10208.07,True,FI012,3,4609.47,0.0
GJPE854420,2024-08,18060.32,10090.38,7969.94,21258.57,False,0.0,no_loan,1,319.59,True,FI004,0,0.0,0.0
GJPE854420,2024-09,20250.03,12481.6,7768.43,21999.16,False,0.0,no_loan,1,448.64,True,FI004,0,0.0,0.0
GJPE854420,2024-10,26757.47,16410.45,10347.02,22812.99,False,0.0,no_loan,1,582.58,True,FI004,0,0.0,0.0
GJPE854420,2024-11,29990.74,16680.54,13310.2,23940.32,False,0.0,no_loan,1,601.18,True,FI004,0,0.0,0.0
GJPE854420,2024-12,30756.35,17885.78,12870.57,25284.35,False,0.0,no_loan,0,0.0,True,FI004,0,0.0,0.0
GJPE854420,2025-01,33971.91,21291.46,12680.45,25942.74,False,0.0,no_loan,2,2746.69,True,FI004,0,0.0,0.0
GJPE854420,2025-02,29030.52,17232.23,11798.29,26569.91,False,0.0,no_loan,4,4416.73,True,FI004,1,1224.13,0.0
GJPE854420,2025-03,29231.0,18952.91,10278.09,27492.45,False,0.0,no_loan,6,6084.68,True,FI004,2,2428.84,0.0
GJPE854420,2025-04,21606.68,13004.02,8602.66,28274.56,False,0.0,no_loan,5,6053.1,True,FI004,1,2188.45,0.0
GJPE854420,2025-05,20062.74,12723.37,7339.37,29149.22,False,0.0,no_loan,5,6325.78,True,FI004,2,1881.1,0.0
GJPE854420,2025-06,16377.02,9952.24,6424.77,29599.64,False,0.0,no_loan,6,5448.0,True,FI004,2,2062.82,0.0
GJPE854420,2025-07,15303.26,9347.88,5955.38,30123.63,False,0.0,no_loan,4,5036.81,True,FI004,1,1806.17,0.0
GJPE854420,2025-08,17918.08,10776.28,7141.8,30773.58,False,0.0,no_loan,6,5660.48,True,FI004,1,1854.6,0.0
GJPE854420,2025-09,19256.8,11079.74,-344.89,30736.8,True,8521.95,on_time,6,6057.55,True,FI004,2,9883.63,8521.95
GJPE854420,2025-10,25860.2,16551.52,786.72,30827.13,True,8521.95,on_time,8,7284.49,True,FI004,3,10755.69,8521.95
GJPE854420,2025-11,27788.75,17756.8,1510.0,30917.85,True,8521.95,on_time,8,8207.34,True,FI004,3,11455.79,8521.95
GJPE854420,2025-12,35266.97,22916.93,3828.09,24943.95,True,8521.95,on_time,10,9848.14,True,FI004,5,11225.11,8521.95
GJPE854420,2026-01,32227.86,20297.37,3408.54,25351.92,True,8521.95,on_time,9,9988.74,True,FI004,5,11443.47,8521.95
GJPE854420,2026-02,31306.21,17773.27,5010.98,25723.06,True,8521.95,on_time,9,9270.3,True,FI004,5,10577.35,8521.95
GJPE854420,2026-03,34105.9,19806.11,5777.84,26034.13,True,8521.95,on_time,11,11001.0,True,FI004,4,12610.75,8521.95
GJPE854420,2026-04,22334.39,14321.23,-508.79,26006.14,True,8521.95,on_time,6,6825.6,True,FI004,3,10704.67,8521.95
GJPE854420,2026-05,21487.55,13806.32,-840.73,25962.3,True,8521.95,on_time,5,5526.48,True,FI004,3,10504.58,8521.95
GJPE854420,2026-06,14748.89,8343.45,-2116.5,25845.94,True,8521.95,late,4,3980.3,True,FI004,2,5176.15,4021.17
GJPE854420,2026-07,17379.91,10689.8,-1831.84,25625.67,True,8521.95,late,5,4700.73,True,FI004,2,1223.03,0.0
GJAH399074,2024-08,9588.85,5653.99,3934.86,7052.66,False,0.0,no_loan,1,212.94,True,FI007,0,0.0,0.0
GJAH399074,2024-09,11143.47,6142.13,5001.34,7915.73,False,0.0,no_loan,1,228.67,True,FI007,0,0.0,0.0
GJAH399074,2024-10,12390.0,7739.08,4650.92,8418.31,False,0.0,no_loan,1,282.31,True,FI007,0,0.0,0.0
GJAH399074,2024-11,16763.68,10163.51,6600.16,8963.74,False,0.0,no_loan,1,354.95,True,FI007,0,0.0,0.0
GJAH399074,2024-12,16512.95,9516.72,6996.23,10207.21,False,0.0,no_loan,1,318.29,True,FI007,0,0.0,0.0
GJAH399074,2025-01,19436.65,11443.42,7993.23,11120.9,False,0.0,no_loan,0,0.0,True,FI007,0,0.0,0.0
GJAH399074,2025-02,17167.03,9802.82,7364.21,12396.46,False,0.0,no_loan,1,1111.34,True,FI007,0,0.0,0.0
GJAH399074,2025-03,12990.56,7839.85,5150.72,13251.51,False,0.0,no_loan,2,1639.58,True,FI007,0,0.0,0.0
GJAH399074,2025-04,12832.9,7357.53,5475.37,13828.1,False,0.0,no_loan,2,2855.05,True,FI007,0,0.0,0.0
GJAH399074,2025-05,9610.01,5528.31,4081.7,14466.79,False,0.0,no_loan,2,3043.87,True,FI007,0,0.0,0.0
GJAH399074,2025-06,9032.72,5360.55,3672.17,15108.19,False,0.0,no_loan,2,2989.74,True,FI007,0,0.0,0.0
GJAH399074,2025-07,8839.64,4858.34,3981.3,15748.74,False,0.0,no_loan,2,2644.72,True,FI007,0,0.0,0.0
GJAH399074,2025-08,10860.89,6739.97,4120.92,16213.8,False,0.0,no_loan,3,3237.56,True,FI007,1,1112.87,0.0
GJAH399074,2025-09,13004.63,7718.47,5286.16,17121.82,False,0.0,no_loan,4,3582.68,True,FI007,1,1269.33,0.0
GJAH399074,2025-10,14428.3,8983.14,5445.17,17981.45,False,0.0,no_loan,5,4792.1,True,FI007,2,1578.85,0.0
GJAH399074,2025-11,16377.24,10325.9,6051.34,18766.89,False,0.0,no_loan,4,5262.96,True,FI007,1,1489.54,0.0
GJAH399074,2025-12,16703.21,10156.17,6547.04,10656.68,False,0.0,no_loan,6,4241.81,True,FI007,2,1116.67,0.0
GJAH399074,2026-01,18952.98,11839.36,7113.61,11692.57,False,0.0,no_loan,6,6013.34,True,FI007,2,2027.48,0.0
GJAH399074,2026-02,17374.11,10572.42,6801.69,12362.48,False,0.0,no_loan,5,5712.08,True,FI007,1,1840.9,0.0
GJAH399074,2026-03,16108.15,9822.2,6285.96,13486.93,False,0.0,no_loan,4,4592.1,True,FI007,1,1042.45,0.0
GJAH399074,2026-04,14444.92,9078.02,5366.9,14218.01,False,0.0,no_loan,4,4436.85,True,FI007,1,1506.58,0.0
GJAH399074,2026-05,10571.61,6050.25,4521.36,14998.99,False,0.0,no_loan,3,2965.63,True,FI007,1,1024.26,0.0
GJAH399074,2026-06,8347.14,4874.03,3473.11,15294.09,False,0.0,no_loan,2,2422.01,True,FI007,0,0.0,0.0
GJAH399074,2026-07,10473.5,5760.91,4712.59,12380.8,False,0.0,no_loan,3,3458.3,True,FI007,1,1214.46,0.0
GJAN069602,2024-08,11659.52,8963.76,2695.76,9059.12,False,0.0,no_loan,1,247.17,True,FI002,0,0.0,0.0
GJAN069602,2024-09,13443.02,9383.57,4059.45,9542.05,False,0.0,no_loan,1,293.63,True,FI002,0,0.0,0.0
GJAN069602,2024-10,16980.71,12129.06,4851.65,10083.53,False,0.0,no_loan,1,345.4,True,FI002,0,0.0,0.0
GJAN069602,2024-11,19393.52,15591.8,3801.73,10642.88,False,0.0,no_loan,1,400.69,True,FI002,0,0.0,0.0
GJAN069602,2024-12,20254.9,15064.84,5190.05,11446.66,False,0.0,no_loan,1,428.64,True,FI002,0,0.0,0.0
GJAN069602,2025-01,22418.17,17027.25,5390.91,12232.67,False,0.0,no_loan,1,412.87,True,FI002,0,0.0,0.0
GJAN069602,2025-02,18500.95,13519.93,4981.02,6803.56,False,0.0,no_loan,1,344.96,True,FI002,0,0.0,0.0
GJAN069602,2025-03,18781.14,13107.88,5673.26,7320.24,False,0.0,no_loan,1,402.19,True,FI002,0,0.0,0.0
GJAN069602,2025-04,14003.66,9916.13,4087.54,7993.1,False,0.0,no_loan,1,310.58,True,FI002,0,0.0,0.0
GJAN069602,2025-05,11267.3,8449.22,2818.08,8306.71,False,0.0,no_loan,1,217.41,True,FI002,0,0.0,0.0
GJAN069602,2025-06,11145.09,8830.26,2314.83,8578.02,False,0.0,no_loan,0,0.0,True,FI002,0,0.0,0.0
GJAN069602,2025-07,10401.94,8004.34,2397.6,8796.38,False,0.0,no_loan,1,1680.58,True,FI002,0,0.0,0.0
GJAN069602,2025-08,10981.52,8065.98,2915.54,18815.26,False,0.0,no_loan,3,3364.96,True,FI002,1,986.72,0.0
GJAN069602,2025-09,12545.63,9259.55,3286.09,19192.99,False,0.0,no_loan,5,5502.58,True,FI002,2,1868.81,0.0
GJAN069602,2025-10,19719.66,14719.56,5000.1,11743.08,False,0.0,no_loan,12,13173.63,True,FI002,5,3853.5,0.0
GJAN069602,2025-11,19496.52,15651.86,3844.65,7913.15,False,0.0,no_loan,13,10413.99,True,FI002,6,3565.7,0.0
GJAN069602,2025-12,22176.36,16613.12,5563.24,8847.05,False,0.0,no_loan,14,11413.34,True,FI002,3,3278.2,0.0
GJAN069602,2026-01,24606.68,17355.12,7251.56,9732.16,False,0.0,no_loan,13,13981.69,True,FI002,5,5931.52,0.0
GJAN069602,2026-02,20373.61,16279.79,4093.82,10036.03,False,0.0,no_loan,12,13282.78,True,FI002,4,6192.72,0.0
GJAN069602,2026-03,23909.37,18017.0,5892.37,10474.02,False,0.0,no_loan,15,15759.18,True,FI002,6,6292.14,0.0
GJAN069602,2026-04,17722.49,12557.59,5164.91,11329.2,False,0.0,no_loan,10,11099.7,True,FI002,4,4291.27,0.0
GJAN069602,2026-05,12625.64,10002.33,2623.3,11569.58,False,0.0,no_loan,8,7298.53,True,FI002,2,2999.56,0.0
GJAN069602,2026-06,11972.12,8665.03,3307.09,11897.49,False,0.0,no_loan,8,7584.37,True,FI002,2,3430.01,0.0
GJAN069602,2026-07,11466.16,8800.42,2665.74,12226.66,False,0.0,no_loan,6,6918.3,True,FI002,2,3217.47,0.0
GJBH408985,2024-08,10996.44,7809.66,3186.78,27733.43,False,0.0,no_loan,1,200.13,True,FI010,0,0.0,0.0
GJBH408985,2024-09,11330.44,7732.94,3597.5,28088.56,False,0.0,no_loan,1,226.24,True,FI010,0,0.0,0.0
GJBH408985,2024-10,18036.08,12247.72,5788.36,28602.81,False,0.0,no_loan,1,376.51,True,FI010,0,0.0,0.0
GJBH408985,2024-11,19162.07,13324.29,5837.78,29128.69,False,0.0,no_loan,1,421.89,True,FI010,0,0.0,0.0
GJBH408985,2024-12,25046.44,17016.06,8030.37,30042.47,False,0.0,no_loan,1,493.17,True,FI010,0,0.0,0.0
GJBH408985,2025-01,23691.8,16555.09,7136.71,30971.36,False,0.0,no_loan,0,0.0,True,FI010,0,0.0,0.0
GJBH408985,2025-02,20167.86,13777.98,6389.88,21220.5,False,0.0,no_loan,3,3244.55,True,FI010,1,1007.76,0.0
GJBH408985,2025-03,23057.32,14646.35,8410.96,22250.74,False,0.0,no_loan,9,8020.88,True,FI010,4,2673.53,0.0
GJBH408985,2025-04,16544.11,10426.51,6117.6,22883.4,False,0.0,no_loan,9,7890.0,True,FI010,3,3078.52,0.0
GJBH408985,2025-05,11135.36,6808.43,4326.92,23398.59,False,0.0,no_loan,9,6579.39,False,FI010,2,1558.72,0.0
GJBH408985,2025-06,10592.25,7536.31,3055.94,23779.39,False,0.0,no_loan,8,7298.62,True,FI010,3,2850.71,0.0
GJBH408985,2025-07,9571.91,6559.69,3012.22,24007.8,False,0.0,no_loan,6,6346.34,True,FI010,2,2250.4,0.0
GJBH408985,2025-08,11154.02,7644.83,3509.2,24273.43,False,0.0,no_loan,7,6698.76,True,FI010,3,2540.89,0.0
GJBH408985,2025-09,15350.9,9394.15,5956.75,25041.95,False,0.0,no_loan,9,8696.89,True,FI010,3,2402.6,0.0
GJBH408985,2025-10,16123.11,11250.82,4872.3,25462.58,False,0.0,no_loan,10,10930.58,True,FI010,3,4861.14,0.0
GJBH408985,2025-11,17875.86,11671.14,6204.72,26227.02,False,0.0,no_loan,12,10856.23,True,FI010,5,4289.34,0.0
GJBH408985,2025-12,24260.96,15005.45,9255.5,27403.78,False,0.0,no_loan,20,15816.81,True,FI010,8,3893.67,0.0
GJBH408985,2026-01,23222.84,14261.58,8961.26,39565.87,False,0.0,no_loan,16,13057.13,True,FI010,7,4659.62,0.0
GJBH408985,2026-02,21131.08,14929.55,6201.53,40127.99,False,0.0,no_loan,15,13778.39,True,FI010,7,5682.71,0.0
GJBH408985,2026-03,18081.48,11448.29,6633.19,40737.52,False,0.0,no_loan,14,10526.24,True,FI010,5,3458.73,0.0
GJBH408985,2026-04,15665.01,11070.24,4594.77,41216.05,False,0.0,no_loan,12,10267.31,True,FI010,3,4184.28,0.0
GJBH408985,2026-05,13656.24,8911.84,4744.4,41651.7,False,0.0,no_loan,11,10127.16,True,FI010,4,3708.7,0.0
GJBH408985,2026-06,11141.38,7831.56,3309.83,41932.75,False,0.0,no_loan,6,7725.17,True,FI010,2,3179.81,0.0
GJBH408985,2026-07,9930.77,6373.8,3556.97,42195.78,False,0.0,no_loan,7,7325.29,True,FI010,2,2307.31,0.0
GJKA830496,2024-08,38141.19,27365.26,10775.93,25473.49,False,0.0,no_loan,1,676.75,True,FI009,0,0.0,0.0
GJKA830496,2024-09,52756.8,33889.71,18867.09,28007.39,False,0.0,no_loan,1,968.93,True,FI009,0,0.0,0.0
GJKA830496,2024-10,54350.0,36970.1,17379.9,29629.14,False,0.0,no_loan,0,0.0,True,FI009,0,0.0,0.0
GJKA830496,2024-11,64411.95,42058.39,22353.56,31858.43,False,0.0,no_loan,10,9760.79,True,FI009,3,4078.7,0.0
GJKA830496,2024-12,72351.14,50044.79,22306.34,35465.71,False,0.0,no_loan,20,16752.02,True,FI009,6,5805.27,0.0
GJKA830496,2025-01,68253.7,46403.01,21850.69,38699.1,False,0.0,no_loan,34,27514.55,True,FI009,11,9668.32,0.0
GJKA830496,2025-02,62211.23,39290.96,22920.27,40961.04,False,0.0,no_loan,30,35505.18,True,FI009,10,8461.19,0.0
GJKA830496,2025-03,60640.99,44118.67,16522.32,44009.94,False,0.0,no_loan,42,28557.77,True,FI009,16,13099.62,0.0
GJKA830496,2025-04,52203.55,32977.92,19225.64,45563.45,False,0.0,no_loan,33,24920.18,True,FI009,11,9679.19,0.0
GJKA830496,2025-05,36431.52,26216.83,10214.7,47030.34,False,0.0,no_loan,19,21054.37,True,FI009,8,8737.9,0.0
GJKA830496,2025-06,32128.03,22777.77,9350.26,48167.62,False,0.0,no_loan,23,16817.67,True,FI009,7,4652.43,0.0
GJKA830496,2025-07,28791.2,18221.87,10569.32,49766.97,False,0.0,no_loan,19,17012.14,True,FI009,7,5140.76,0.0
GJKA830496,2025-08,29535.58,19437.79,10097.79,51055.81,False,0.0,no_loan,16,17936.0,True,FI009,6,5855.4,0.0
GJKA830496,2025-09,30397.63,22121.71,8275.92,51970.65,False,0.0,no_loan,16,18615.42,False,FI009,7,7423.61,0.0
GJKA830496,2025-10,42870.68,27840.6,15030.08,54664.72,False,0.0,no_loan,22,24680.42,True,FI009,8,6180.48,0.0
GJKA830496,2025-11,50865.15,35314.69,15550.47,56885.72,False,0.0,no_loan,30,26968.15,True,FI009,10,11107.39,0.0
GJKA830496,2025-12,68187.11,43026.2,25160.9,59929.22,False,0.0,no_loan,35,34142.69,True,FI009,10,8818.99,0.0
GJKA830496,2026-01,69705.09,43657.7,26047.39,76692.32,False,0.0,no_loan,45,40512.96,True,FI009,19,15396.12,0.0
GJKA830496,2026-02,64131.79,45087.39,19044.4,80164.02,False,0.0,no_loan,39,35431.57,True,FI009,14,14801.73,0.0
GJKA830496,2026-03,58307.9,41515.17,16792.72,81883.35,False,0.0,no_loan,35,33548.16,True,FI009,14,13060.97,0.0
GJKA830496,2026-04,46896.42,30036.59,16859.84,84397.88,False,0.0,no_loan,28,27545.78,True,FI009,11,10510.89,0.0
GJKA830496,2026-05,43341.69,27570.53,15771.16,86757.35,False,0.0,no_loan,28,21778.29,True,FI009,13,5996.03,0.0
GJKA830496,2026-06,36765.84,23421.33,13344.51,88532.17,False,0.0,no_loan,18,20117.91,True,FI009,6,6537.87,0.0
GJKA830496,2026-07,38671.5,24773.76,13897.75,90148.02,False,0.0,no_loan,22,20943.58,True,FI009,10,8684.75,0.0
GJSU384766,2024-08,19041.68,11348.96,7692.72,17089.17,False,0.0,no_loan,1,348.98,True,FI016,0,0.0,0.0
GJSU384766,2024-09,19416.43,13391.57,6024.85,18179.59,False,0.0,no_loan,1,416.9,True,FI016,0,0.0,0.0
GJSU384766,2024-10,21119.91,12646.74,8473.17,19944.04,False,0.0,no_loan,1,406.17,True,FI016,0,0.0,0.0
GJSU384766,2024-11,28193.01,19011.16,9181.85,21449.21,False,0.0,no_loan,1,646.8,True,FI016,0,0.0,0.0
GJSU384766,2024-12,31978.62,20091.89,11886.74,37923.02,False,0.0,no_loan,0,0.0,True,FI016,0,0.0,0.0
GJSU384766,2025-01,34284.38,21195.35,13089.03,39138.75,False,0.0,no_loan,5,5043.38,True,FI016,2,1915.04,0.0
GJSU384766,2025-02,32472.83,21089.35,11383.48,41058.88,False,0.0,no_loan,11,11000.09,True,FI016,4,3029.73,0.0
GJSU384766,2025-03,31153.4,19619.77,11533.63,42234.93,False,0.0,no_loan,14,16189.68,True,FI016,4,3977.59,0.0
GJSU384766,2025-04,26833.28,17409.72,9423.56,43767.72,False,0.0,no_loan,22,19043.4,True,FI016,9,6831.94,0.0
GJSU384766,2025-05,18277.02,11259.69,7017.33,44820.72,False,0.0,no_loan,11,10411.94,True,FI016,4,2920.72,0.0
GJSU384766,2025-06,16743.63,11354.99,5388.64,45777.46,False,0.0,no_loan,10,11574.03,True,FI016,3,4266.54,0.0
GJSU384766,2025-07,12397.97,7411.71,4986.25,46505.04,False,0.0,no_loan,9,6687.54,True,FI016,2,2218.54,0.0
GJSU384766,2025-08,13970.46,8526.74,5443.72,47394.14,False,0.0,no_loan,9,8970.95,True,FI016,2,2180.14,0.0
GJSU384766,2025-09,15174.83,9787.75,5387.08,48110.09,False,0.0,no_loan,11,10590.25,True,FI016,3,4134.95,0.0
GJSU384766,2025-10,22492.63,14629.25,7863.39,49287.64,False,0.0,no_loan,15,12229.74,True,FI016,4,3391.6,0.0
