enterprise_id,month,income,expenses,net_cash_flow,savings_balance,has_loan,emi_due,repayment_status,upi_inflow_txn_count,upi_inflow_txn_volume,data_complete,field_investigator_id,upi_outflow_txn_count,upi_outflow_txn_volume,loan_repayment_collected_upi,month_index,name,sector,district,place,vintage_years,digital_adoption,upi_adoption_start_month,loan_taken_in_dataset,loan_amount,loan_tenure_months,loan_start_month_offset,rainfall_index,milk_price_index,poultry_feed_price_index,raw_material_price_index,retail_demand_index,local_disruption
GJAH081919,2025-07-01,19364.8,10580.17,8784.62,16570.78,False,0.0,no_loan,6,5645.28,True,FI001,2,1950.8,0.0,11,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,48.1,84.6,105.0,110.8,98.6,False
GJAH081919,2025-08-01,21548.25,12654.84,8893.41,17604.41,False,0.0,no_loan,8,8350.85,True,FI001,3,2953.91,0.0,12,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,46.9,101.3,104.1,100.3,98.0,False
GJAH081919,2025-09-01,22816.36,11951.35,10865.01,19066.65,False,0.0,no_loan,15,13282.09,True,FI001,3,3971.72,0.0,13,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,52.5,104.4,102.5,104.5,103.9,False
GJAH081919,2025-10-01,25820.94,15208.14,10612.8,21120.19,False,0.0,no_loan,13,15197.64,True,FI001,4,4574.79,0.0,14,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,85.3,105.5,102.0,109.1,101.6,False
GJAH081919,2025-11-01,25132.38,13640.72,11491.65,22323.86,False,0.0,no_loan,14,15420.06,True,FI001,4,3940.8,0.0,15,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,59.6,103.2,101.6,107.0,100.6,False
GJAH081919,2025-12-01,25946.8,14909.18,11037.62,23429.24,False,0.0,no_loan,17,13171.6,False,FI001,8,3879.4,0.0,16,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,80.8,105.7,104.0,108.1,101.4,False
GJAH081919,2026-01-01,20807.27,12714.59,8092.68,24926.87,False,0.0,no_loan,13,11126.29,True,FI001,4,3336.43,0.0,17,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,110.6,103.0,103.1,111.0,102.2,False
GJAH081919,2026-02-01,19947.5,11654.56,8292.94,25795.54,False,0.0,no_loan,13,11004.3,True,FI001,3,2423.24,0.0,18,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,156.8,102.8,101.3,106.4,104.0,False
GJAH081919,2026-03-01,21610.66,12924.79,8685.87,26846.4,False,0.0,no_loan,13,11324.21,True,FI001,6,2398.78,0.0,19,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,158.5,98.0,101.5,107.1,100.8,False
GJAH081919,2026-04-01,21030.93,11069.78,9961.15,28605.97,False,0.0,no_loan,13,10829.44,True,FI001,5,2811.48,0.0,20,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,134.2,94.5,103.8,111.2,96.9,False
GJAH081919,2026-05-01,24054.22,13329.84,10724.38,30352.07,False,0.0,no_loan,15,12458.19,True,FI001,3,2639.59,0.0,21,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,102.9,91.9,106.1,109.2,115.8,False
GJAH081919,2026-06-01,21370.01,12062.52,9307.49,32230.98,False,0.0,no_loan,14,12685.16,True,FI001,5,3821.61,0.0,22,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,84.2,98.2,104.7,107.9,109.6,False
GJAH081919,2026-07-01,21729.21,12619.73,9109.48,33049.04,False,0.0,no_loan,13,11669.44,True,FI001,3,2609.53,0.0,23,Hitesh Chauhan Snacks Udyog,food_processing,Ahmedabad,Ahmedabad,7.7,0.54,9,False,0.0,0,0,42.9,97.9,104.5,106.8,100.0,False
GJAH178781,2024-08-01,31031.25,18708.05,12323.2,26590.61,False,0.0,no_loan,1,584.3,True,FI001,0,0.0,0.0,0,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,37.5,99.4,103.1,103.3,98.4,False
GJAH178781,2024-09-01,36475.65,21261.53,15214.12,28723.5,False,0.0,no_loan,1,835.62,True,FI001,0,0.0,0.0,1,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,50.7,102.2,100.3,103.4,98.7,False
GJAH178781,2024-10-01,39219.32,22111.97,17107.35,33594.49,False,0.0,no_loan,1,678.48,True,FI001,0,0.0,0.0,2,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,64.9,106.4,102.1,102.8,101.3,False
GJAH178781,2024-11-01,39783.41,24524.25,15259.16,36565.88,False,0.0,no_loan,1,886.43,True,FI001,0,0.0,0.0,3,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,97.3,105.5,100.2,103.3,101.9,False
GJAH178781,2024-12-01,35753.36,20167.38,15585.98,39706.7,False,0.0,no_loan,1,779.51,True,FI001,0,0.0,0.0,4,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,134.2,99.7,99.5,99.7,96.7,False
GJAH178781,2025-01-01,30742.33,17426.09,13316.24,43465.54,False,0.0,no_loan,1,629.14,True,FI001,0,0.0,0.0,5,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,133.8,101.2,100.2,102.5,99.7,False
GJAH178781,2025-02-01,33717.28,19507.3,14209.98,46695.13,False,0.0,no_loan,1,594.36,True,FI001,0,0.0,0.0,6,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,158.5,102.3,120.7,104.1,102.7,False
GJAH178781,2025-03-01,35250.03,20271.26,14978.77,50420.06,False,0.0,no_loan,0,0.0,True,FI001,0,0.0,0.0,7,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,149.5,100.6,124.6,102.0,101.4,False
GJAH178781,2025-04-01,34463.97,20765.56,13698.41,54159.86,False,0.0,no_loan,3,3638.71,True,FI001,1,1367.64,0.0,8,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,122.7,100.8,119.7,101.4,100.0,False
GJAH178781,2025-05-01,40829.79,22102.72,18727.07,48786.88,False,0.0,no_loan,10,8285.27,True,FI001,3,1805.63,0.0,9,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,88.4,82.6,103.3,106.9,113.3,False
GJAH178781,2025-06-01,33462.19,18205.24,15256.95,51132.66,False,0.0,no_loan,11,8200.73,True,FI001,4,2518.17,0.0,10,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,73.1,84.6,101.3,104.7,113.5,False
GJAH178781,2025-07-01,33288.51,17977.57,15310.94,44828.74,False,0.0,no_loan,16,12070.94,True,FI001,5,3926.26,0.0,11,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,48.1,84.6,105.0,110.8,98.6,False
GJAH178781,2025-08-01,34624.58,20726.9,13897.68,48831.95,False,0.0,no_loan,12,13621.11,True,FI001,3,3407.37,0.0,12,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,46.9,101.3,104.1,100.3,98.0,False
GJAH178781,2025-09-01,37660.87,21990.75,15670.12,52641.62,False,0.0,no_loan,14,13773.65,True,FI001,4,4966.72,0.0,13,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,52.5,104.4,102.5,104.5,103.9,False
GJAH178781,2025-10-01,39154.89,22389.06,16765.83,57447.49,False,0.0,no_loan,17,16219.73,True,FI001,6,5461.3,0.0,14,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,85.3,105.5,102.0,109.1,101.6,False
GJAH178781,2025-11-01,39851.53,24462.06,15389.48,61058.31,False,0.0,no_loan,19,15866.82,True,FI001,6,4178.51,0.0,15,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,59.6,103.2,101.6,107.0,100.6,False
GJAH178781,2025-12-01,37199.74,22897.99,14301.75,47334.14,False,0.0,no_loan,15,15532.42,True,FI001,6,6087.57,0.0,16,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,80.8,105.7,104.0,108.1,101.4,False
GJAH178781,2026-01-01,37361.53,21599.92,15761.6,63123.92,False,0.0,no_loan,12,15740.49,True,FI001,4,4912.46,0.0,17,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,110.6,103.0,103.1,111.0,102.2,False
GJAH178781,2026-02-01,33209.09,18514.29,14694.79,66109.15,False,0.0,no_loan,14,11529.48,True,FI001,4,2608.78,0.0,18,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,156.8,102.8,101.3,106.4,104.0,False
GJAH178781,2026-03-01,36577.48,21431.79,15145.69,69221.38,False,0.0,no_loan,18,12048.71,True,FI001,8,4384.81,0.0,19,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,158.5,98.0,101.5,107.1,100.8,False
GJAH178781,2026-04-01,34861.47,19433.09,15428.38,72036.04,False,0.0,no_loan,15,13391.74,True,FI001,4,4850.38,0.0,20,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,134.2,94.5,103.8,111.2,96.9,False
GJAH178781,2026-05-01,36317.33,20368.88,15948.45,75764.67,False,0.0,no_loan,14,12888.17,True,FI001,6,4455.43,0.0,21,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,102.9,91.9,106.1,109.2,115.8,False
GJAH178781,2026-06-01,35862.17,19042.53,16819.64,80321.69,False,0.0,no_loan,13,12969.65,True,FI001,5,4193.86,0.0,22,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,84.2,98.2,104.7,107.9,109.6,False
GJAH178781,2026-07-01,33556.38,20284.98,13271.4,83414.42,False,0.0,no_loan,12,12322.7,True,FI001,5,4260.86,0.0,23,Umiya Agro Foods,food_processing,Ahmedabad,Ahmedabad,5.4,0.38,7,False,0.0,0,0,42.9,97.9,104.5,106.8,100.0,False
GJAH369142,2024-08-01,35469.83,19969.76,10919.83,14541.2,True,4580.24,on_time,1,751.96,True,FI007,1,4580.24,4580.24,0,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,59.6,97.7,93.2,102.2,96.0,False
GJAH369142,2024-09-01,30797.51,18121.23,8096.04,15357.09,True,4580.24,on_time,1,578.82,True,FI007,1,4580.24,4580.24,1,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,73.8,95.5,95.0,99.8,100.5,False
GJAH369142,2024-10-01,56429.62,31144.15,20705.23,9838.4,True,4580.24,on_time,1,1155.49,True,FI007,1,4580.24,4580.24,2,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,104.7,102.8,96.3,97.5,96.6,False
GJAH369142,2024-11-01,58061.78,33208.11,20273.43,11684.53,True,4580.24,on_time,1,1115.61,True,FI007,1,4580.24,4580.24,3,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,131.6,103.2,97.7,99.0,100.7,False
GJAH369142,2024-12-01,44350.49,27328.26,12441.99,13231.51,True,4580.24,on_time,0,0.0,True,FI007,1,4580.24,4580.24,4,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,156.6,95.8,97.7,92.1,98.8,False
GJAH369142,2025-01-01,34300.87,19889.95,9830.69,8536.97,True,4580.24,on_time,5,4003.97,True,FI007,2,1272.35,0.0,5,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,197.3,96.1,96.8,94.7,101.1,False
GJAH369142,2025-02-01,28949.62,15671.46,8697.93,9507.22,True,4580.24,on_time,9,7019.63,True,FI007,5,6438.14,4580.24,6,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,209.2,96.5,118.1,97.3,96.5,False
GJAH369142,2025-03-01,29259.38,16190.91,8488.24,10332.31,True,4580.24,on_time,12,11669.76,True,FI007,4,7286.83,4580.24,7,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,190.7,93.1,117.8,95.9,93.5,False
GJAH369142,2025-04-01,29604.27,16248.41,8775.63,11429.8,True,4580.24,on_time,16,13397.37,True,FI007,5,8505.08,4580.24,8,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,171.3,95.0,116.1,98.7,101.3,False
GJAH369142,2025-05-01,37369.41,21351.15,11438.02,12776.09,True,4580.24,on_time,16,17655.5,True,FI007,4,4484.93,0.0,9,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,141.2,78.3,99.2,101.9,106.3,False
GJAH369142,2025-06-01,51507.24,29760.62,21746.62,14089.7,False,0.0,loan_closed,25,29281.28,True,FI007,12,9038.86,0.0,10,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,107.7,82.1,98.7,96.7,107.0,False
GJAH369142,2025-07-01,53555.97,32638.95,20917.02,16007.02,False,0.0,loan_closed,32,26318.4,True,FI007,14,6715.24,0.0,11,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,79.2,80.9,98.4,103.8,94.1,False
GJAH369142,2025-08-01,33540.56,19752.37,13788.19,16897.53,False,0.0,loan_closed,17,16106.76,True,FI007,5,3794.58,0.0,12,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,70.4,95.3,100.2,96.8,92.8,False
GJAH369142,2025-09-01,30176.89,15967.37,14209.53,18433.94,False,0.0,loan_closed,15,17565.11,True,FI007,4,4789.91,0.0,13,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,78.4,100.7,98.6,101.2,98.2,False
GJAH369142,2025-10-01,44626.06,26361.8,18264.26,20618.8,False,0.0,loan_closed,20,24432.87,True,FI007,5,7485.84,0.0,14,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,65.7,100.6,97.7,100.4,93.4,False
GJAH369142,2025-11-01,62328.77,36306.71,26022.06,23178.2,False,0.0,loan_closed,30,30244.78,True,FI007,8,8233.86,0.0,15,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,114.4,101.8,100.5,105.3,95.2,False
GJAH369142,2025-12-01,36771.23,21923.72,14847.5,25076.35,False,0.0,loan_closed,20,16660.1,True,FI007,6,3650.63,0.0,16,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,128.4,101.2,95.2,103.6,97.0,False
GJAH369142,2026-01-01,33682.82,20015.28,13667.54,26638.04,False,0.0,loan_closed,18,19454.52,False,FI007,8,5990.17,0.0,17,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,179.1,99.0,97.3,106.3,96.5,False
GJAH369142,2026-02-01,32688.73,19536.53,13152.2,27815.11,False,0.0,loan_closed,21,14545.45,True,FI007,10,3368.34,0.0,18,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,206.7,98.3,97.0,102.5,103.7,False
GJAH369142,2026-03-01,30264.16,17714.82,12549.34,28635.22,False,0.0,loan_closed,16,14591.24,True,FI007,4,5153.81,0.0,19,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,193.9,94.1,98.5,100.5,96.7,False
GJAH369142,2026-04-01,32074.82,19679.41,12395.41,30127.52,False,0.0,loan_closed,16,15092.83,True,FI007,4,5850.68,0.0,20,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,175.9,91.9,98.7,106.3,96.7,False
GJAH369142,2026-05-01,36564.01,21712.55,14851.46,31012.56,False,0.0,loan_closed,21,17375.78,True,FI007,6,3908.88,0.0,21,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,127.6,90.4,97.0,104.6,109.7,False
GJAH369142,2026-06-01,53505.15,31697.05,21808.1,33113.16,False,0.0,loan_closed,25,28656.98,True,FI007,8,10463.39,0.0,22,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,87.1,97.3,98.6,102.3,104.1,False
GJAH369142,2026-07-01,49929.15,28936.27,20992.88,34913.75,False,0.0,loan_closed,28,27813.42,True,FI007,11,5846.77,0.0,23,Chandubhai Parmar Krishi Kendra,agri_input_retail,Dang,Ahwa,7.3,0.51,4,True,109544.61,30,-20,71.5,90.3,99.0,101.9,89.5,False
GJAH603468,2024-08-01,10363.84,6082.01,4281.84,17349.41,False,0.0,no_loan,1,232.89,True,FI007,0,0.0,0.0,0,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,59.6,97.7,93.2,102.2,96.0,False
GJAH603468,2024-09-01,11938.64,6547.3,5391.34,18065.29,False,0.0,no_loan,1,221.02,False,FI007,0,0.0,0.0,1,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,73.8,95.5,95.0,99.8,100.5,False
GJAH603468,2024-10-01,14934.84,8088.66,6846.19,18860.43,False,0.0,no_loan,1,291.78,True,FI007,0,0.0,0.0,2,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,104.7,102.8,96.3,97.5,96.6,False
GJAH603468,2024-11-01,16333.49,9375.26,6958.23,20037.88,False,0.0,no_loan,1,371.46,True,FI007,0,0.0,0.0,3,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,131.6,103.2,97.7,99.0,100.7,False
GJAH603468,2024-12-01,14659.96,8272.19,6387.77,27782.24,False,0.0,no_loan,0,0.0,True,FI007,0,0.0,0.0,4,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,156.6,95.8,97.7,92.1,98.8,False
GJAH603468,2025-01-01,13548.29,7000.74,6547.55,28786.33,False,0.0,no_loan,1,1096.53,True,FI007,0,0.0,0.0,5,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,197.3,96.1,96.8,94.7,101.1,False
GJAH603468,2025-02-01,12072.24,6606.42,5465.81,29539.58,False,0.0,no_loan,1,1794.35,True,FI007,0,0.0,0.0,6,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,209.2,96.5,118.1,97.3,96.5,False
GJAH603468,2025-03-01,11662.64,6842.87,4819.77,30164.12,False,0.0,no_loan,3,2570.65,True,FI007,1,830.35,0.0,7,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,190.7,93.1,117.8,95.9,93.5,False
GJAH603468,2025-04-01,13270.94,7637.78,5633.16,30937.97,False,0.0,no_loan,3,4540.02,True,FI007,1,1139.0,0.0,8,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,171.3,95.0,116.1,98.7,101.3,False
GJAH603468,2025-05-01,13836.52,7175.51,6661.01,31714.62,False,0.0,no_loan,3,4866.71,True,FI007,1,1410.22,0.0,9,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,141.2,78.3,99.2,101.9,106.3,False
GJAH603468,2025-06-01,12236.79,6827.08,5409.71,32832.4,False,0.0,no_loan,4,3478.99,True,FI007,1,868.13,0.0,10,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,107.7,82.1,98.7,96.7,107.0,False
GJAH603468,2025-07-01,10993.41,6436.95,4556.45,33371.48,False,0.0,no_loan,4,3664.82,True,FI007,1,1161.79,0.0,11,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,79.2,80.9,98.4,103.8,94.1,False
GJAH603468,2025-08-01,10504.38,6284.65,4219.73,33801.37,False,0.0,no_loan,3,2802.83,True,FI007,1,675.5,0.0,12,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,70.4,95.3,100.2,96.8,92.8,False
GJAH603468,2025-09-01,11784.83,6526.92,5257.91,34304.75,False,0.0,no_loan,3,3141.51,True,FI007,0,0.0,0.0,13,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,78.4,100.7,98.6,101.2,98.2,False
GJAH603468,2025-10-01,13821.41,7806.64,6014.77,35205.36,False,0.0,no_loan,4,4432.86,True,FI007,1,1465.89,0.0,14,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,65.7,100.6,97.7,100.4,93.4,False
GJAH603468,2025-11-01,13669.98,7499.03,6170.95,36264.63,False,0.0,no_loan,5,4869.3,True,FI007,1,1400.33,0.0,15,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,114.4,101.8,100.5,105.3,95.2,False
GJAH603468,2025-12-01,13566.94,7441.42,6125.52,37232.03,False,0.0,no_loan,4,4700.31,True,FI007,1,1493.03,0.0,16,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,128.4,101.2,95.2,103.6,97.0,False
GJAH603468,2026-01-01,12388.32,6630.5,5757.82,37888.03,False,0.0,no_loan,3,3542.67,True,FI007,1,1193.75,0.0,17,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,179.1,99.0,97.3,106.3,96.5,False
GJAH603468,2026-02-01,14264.97,7562.44,6702.53,49991.64,False,0.0,no_loan,5,4230.41,True,FI007,2,1102.66,0.0,18,Maa Tea Stall,tea_stall_eatery,Dang,Ahwa,6.5,0.31,4,False,0.0,0,0,206.7,98.3,97.0,102.5,103.7,False
